"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Icon-c11n-8-84-3__sc-13llmml-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5853 Le Sabre Rd, Jacksonville, FL 32244"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,890""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5853 LE SABRE RD"",""addressLocality"":""Jacksonville"",""addressRegion"":""FL"",""postalCode"":""32244""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.242144,""longitude"":-81.78457},""url"":""https://www.zillow.com/homedetails/5853-Le-Sabre-Rd-Jacksonville-FL-32244/44494433_zpid/""}","","https://www.zillow.com/homedetails/5853-Le-Sabre-Rd-Jacksonville-FL-32244/44494433_zpid/","5853 LE SABRE RD, JACKSONVILLE, FL 32244","","$279,900","- House for sale","4","bds","3","ba","1,890","sqft","Price cut: $5,100 (Sep 1)","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/f626a776ed5db6397c556c4679f471d4-p_e.jpg","https://photos.zillowstatic.com/fp/0f64b31ac8d183074431bba816d34eeb-p_e.jpg","https://photos.zillowstatic.com/fp/06fca7a68bd3ec47b903d88e1a10c40f-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2029 Heatherbrook Dr, Tallahassee, FL 32312"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,864""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2029 Heatherbrook Dr"",""addressLocality"":""Tallahassee"",""addressRegion"":""FL"",""postalCode"":""32312""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.615269,""longitude"":-84.24235},""url"":""https://www.zillow.com/homedetails/2029-Heatherbrook-Dr-Tallahassee-FL-32312/45585667_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 2029 Heatherbrook Dr"",""url"":""https://www.zillow.com/homedetails/2029-Heatherbrook-Dr-Tallahassee-FL-32312/45585667_zpid/"",""image"":""https://photos.zillowstatic.com/fp/fb7e7321f2ee853ebe77b9996f0cc432-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/2029-Heatherbrook-Dr-Tallahassee-FL-32312/45585667_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2029 Heatherbrook Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2029 Heatherbrook Dr"",""postalCode"":""32312"",""addressLocality"":""Tallahassee"",""addressRegion"":""FL""}}],""offers"":{""price"":335000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2029-Heatherbrook-Dr-Tallahassee-FL-32312/45585667_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Coldwell Banker Hartung""}","https://www.zillow.com/homedetails/2029-Heatherbrook-Dr-Tallahassee-FL-32312/45585667_zpid/","2029 Heatherbrook Dr, Tallahassee, FL 32312","COLDWELL BANKER HARTUNG","$335,000","- House for sale","4","bds","2","ba","1,864","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/fb7e7321f2ee853ebe77b9996f0cc432-p_e.jpg","https://photos.zillowstatic.com/fp/0bfdbe7754edb19187352a1c8e18618f-p_e.jpg","https://photos.zillowstatic.com/fp/c4ac2fca9a65f72cfde8a880c14c209a-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""300 Fort Meade Rd, Frostproof, FL 33843"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,098""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""300 Fort Meade Rd"",""addressLocality"":""Frostproof"",""addressRegion"":""FL"",""postalCode"":""33843""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.729992,""longitude"":-81.53555},""url"":""https://www.zillow.com/homedetails/300-Fort-Meade-Rd-Frostproof-FL-33843/47309820_zpid/""}","","https://www.zillow.com/homedetails/300-Fort-Meade-Rd-Frostproof-FL-33843/47309820_zpid/","300 Fort Meade Rd, Frostproof, FL 33843","KELLER WILLIAMS SOUTH SHORE","$249,900","- House for sale","3","bds","2","ba","2,098","sqft","Price cut: $25,000 (Sep 12)","Chevron Left","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Right","Next photo","","https://photos.zillowstatic.com/fp/b372475a8a3bfe13505f3e856a7abf19-p_e.jpg","https://photos.zillowstatic.com/fp/483fa147c6d663cbb68183df7f15fd53-p_e.jpg","https://photos.zillowstatic.com/fp/727dd3d6458503cd553b6f6704d603ce-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""209 W Tarpon Blvd NW, Pt Charlotte, FL 33952"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,880""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""209 W Tarpon Blvd NW"",""addressLocality"":""Pt Charlotte"",""addressRegion"":""FL"",""postalCode"":""33952""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":26.976555,""longitude"":-82.1169},""url"":""https://www.zillow.com/homedetails/209-W-Tarpon-Blvd-NW-Pt-Charlotte-FL-33952/43534739_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 11:00 AM - 2:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/209-W-Tarpon-Blvd-NW-Pt-Charlotte-FL-33952/43534739_zpid/"",""startDate"":""2023-09-23T11:00:00"",""endDate"":""2023-09-23T14:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""209 W Tarpon Blvd NW"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":26.976555,""longitude"":-82.1169},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""209 W Tarpon Blvd NW"",""postalCode"":""33952"",""addressLocality"":""Pt Charlotte"",""addressRegion"":""FL""}},""image"":""https://photos.zillowstatic.com/fp/e5e2237ada04eaff4b716d8e6eacc70b-p_e.jpg"",""offers"":{""price"":565000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/209-W-Tarpon-Blvd-NW-Pt-Charlotte-FL-33952/43534739_zpid/"",""validFrom"":""2023-09-23T11:00:00""},""performer"":""Re/Max Palm Realty""}","https://www.zillow.com/homedetails/209-W-Tarpon-Blvd-NW-Pt-Charlotte-FL-33952/43534739_zpid/","209 W Tarpon Blvd NW, Pt Charlotte, FL 33952","RE/MAX PALM REALTY","$565,000","- House for sale","3","bds","2","ba","1,880","sqft","Open: Sat. 11am-2pm","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/e5e2237ada04eaff4b716d8e6eacc70b-p_e.jpg","https://photos.zillowstatic.com/fp/8df5a7ebd0cec41a1728e9cf1d96d2ce-p_e.jpg","https://photos.zillowstatic.com/fp/f120d4003d03a2e75826fe88b8a450a6-p_e.jpg","Use arrow keys to navigate","Image 1 of 68","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""24 Pecan Run Hbr, Ocala, FL 34472"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,773""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""24 Pecan Run Hbr"",""addressLocality"":""Ocala"",""addressRegion"":""FL"",""postalCode"":""34472""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":29.156841,""longitude"":-82.03101},""url"":""https://www.zillow.com/homedetails/24-Pecan-Run-Hbr-Ocala-FL-34472/70406020_zpid/""}","","https://www.zillow.com/homedetails/24-Pecan-Run-Hbr-Ocala-FL-34472/70406020_zpid/","24 Pecan Run Hbr, Ocala, FL 34472","EXP REALTY LLC","$245,000","- House for sale","4","bds","2","ba","1,773","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/44c530328c7a5a11b4defd98951c2b52-p_e.jpg","https://photos.zillowstatic.com/fp/a8db29378ec0c0789bef400d4784dab8-p_e.jpg","https://photos.zillowstatic.com/fp/a0bcad4b33a7f88f0b08e9f6da7b2237-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4216 S Jody Point, Homosassa, FL 34446"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,121""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4216 S Jody Point"",""addressLocality"":""Homosassa"",""addressRegion"":""FL"",""postalCode"":""34446""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.800932,""longitude"":-82.520424},""url"":""https://www.zillow.com/homedetails/4216-S-Jody-Point-Homosassa-FL-34446/87634866_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 4216 S Jody Point"",""url"":""https://www.zillow.com/homedetails/4216-S-Jody-Point-Homosassa-FL-34446/87634866_zpid/"",""image"":""https://photos.zillowstatic.com/fp/b66c15f634fcf7a0b5326520c022bb70-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/4216-S-Jody-Point-Homosassa-FL-34446/87634866_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""4216 S Jody Point"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4216 S Jody Point"",""postalCode"":""34446"",""addressLocality"":""Homosassa"",""addressRegion"":""FL""}}],""offers"":{""price"":400000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/4216-S-Jody-Point-Homosassa-FL-34446/87634866_zpid/"",""validFrom"":""2023-09-20""},""performer"":""RE/MAX Realty One""}","https://www.zillow.com/homedetails/4216-S-Jody-Point-Homosassa-FL-34446/87634866_zpid/","4216 S Jody Point, Homosassa, FL 34446","RE/MAX REALTY ONE","$400,000","- House for sale","3","bds","3","ba","2,121","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/b66c15f634fcf7a0b5326520c022bb70-p_e.jpg","https://photos.zillowstatic.com/fp/d16e1522ceee97ff758acfae36a545a6-p_e.jpg","https://photos.zillowstatic.com/fp/4502f721ab0af941d1491748d31167e7-p_e.jpg","Use arrow keys to navigate","Image 1 of 51","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9657 135th Dr, Live Oak, FL 32060"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,798""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9657 135th Dr"",""addressLocality"":""Live Oak"",""addressRegion"":""FL"",""postalCode"":""32060""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.273397,""longitude"":-83.02675},""url"":""https://www.zillow.com/homedetails/9657-135th-Dr-Live-Oak-FL-32060/58353995_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 9657 135th Dr"",""url"":""https://www.zillow.com/homedetails/9657-135th-Dr-Live-Oak-FL-32060/58353995_zpid/"",""image"":""https://photos.zillowstatic.com/fp/91388aa7a7682550b09009b3b3c1d303-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/9657-135th-Dr-Live-Oak-FL-32060/58353995_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""9657 135th Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9657 135th Dr"",""postalCode"":""32060"",""addressLocality"":""Live Oak"",""addressRegion"":""FL""}}],""offers"":{""price"":219000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/9657-135th-Dr-Live-Oak-FL-32060/58353995_zpid/"",""validFrom"":""2023-09-20""},""performer"":""HOMETOWN REALTY OF NORTH FLORIDA, INC.""}","https://www.zillow.com/homedetails/9657-135th-Dr-Live-Oak-FL-32060/58353995_zpid/","9657 135th Dr, Live Oak, FL 32060","HOMETOWN REALTY OF NORTH FLORIDA, INC.","$219,000","- House for sale","4","bds","2","ba","1,798","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/91388aa7a7682550b09009b3b3c1d303-p_e.jpg","https://photos.zillowstatic.com/fp/3e7a77e535ec00961869ffaddd473de2-p_e.jpg","https://photos.zillowstatic.com/fp/3b6248bf7c9bf43e60cda8f027b5ef5e-p_e.jpg","Use arrow keys to navigate","Image 1 of 47","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5842 NW Drill Ct, Port Saint Lucie, FL 34986"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,314""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5842 NW Drill Ct"",""addressLocality"":""Port Saint Lucie"",""addressRegion"":""FL"",""postalCode"":""34986""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.351625,""longitude"":-80.38938},""url"":""https://www.zillow.com/homedetails/5842-NW-Drill-Ct-Port-Saint-Lucie-FL-34986/103558234_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Virtual/3D Tour Available - 5842 NW Drill Ct"",""url"":""https://www.zillow.com/homedetails/5842-NW-Drill-Ct-Port-Saint-Lucie-FL-34986/103558234_zpid/"",""image"":""https://photos.zillowstatic.com/fp/e588deb875c5941cf9eae51dcfa54b60-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/5842-NW-Drill-Ct-Port-Saint-Lucie-FL-34986/103558234_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""5842 NW Drill Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5842 NW Drill Ct"",""postalCode"":""34986"",""addressLocality"":""Port Saint Lucie"",""addressRegion"":""FL""}}],""offers"":{""price"":500000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/5842-NW-Drill-Ct-Port-Saint-Lucie-FL-34986/103558234_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Orlando Regional Realty""}","https://www.zillow.com/homedetails/5842-NW-Drill-Ct-Port-Saint-Lucie-FL-34986/103558234_zpid/","5842 NW Drill Ct, Port Saint Lucie, FL 34986","ORLANDO REGIONAL REALTY","$500,000","- House for sale","4","bds","3","ba","2,314","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/11470fbfca6bd246a8708da0ff0e5603-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/e588deb875c5941cf9eae51dcfa54b60-p_e.jpg","https://photos.zillowstatic.com/fp/b639373f6cb005a3164b435d03d516b1-p_e.jpg","https://photos.zillowstatic.com/fp/dba682bce48b87583ee8aeea8ffcaa9a-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9065 Lake Avon Dr, Orlando, FL 32829"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,413""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9065 Lake Avon Dr"",""addressLocality"":""Orlando"",""addressRegion"":""FL"",""postalCode"":""32829""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.478828,""longitude"":-81.25854},""url"":""https://www.zillow.com/homedetails/9065-Lake-Avon-Dr-Orlando-FL-32829/82087447_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 9065 Lake Avon Dr"",""url"":""https://www.zillow.com/homedetails/9065-Lake-Avon-Dr-Orlando-FL-32829/82087447_zpid/"",""image"":""https://photos.zillowstatic.com/fp/7a920f2c30d43d87c8f551f6b243745e-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/9065-Lake-Avon-Dr-Orlando-FL-32829/82087447_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""9065 Lake Avon Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9065 Lake Avon Dr"",""postalCode"":""32829"",""addressLocality"":""Orlando"",""addressRegion"":""FL""}}],""offers"":{""price"":525000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/9065-Lake-Avon-Dr-Orlando-FL-32829/82087447_zpid/"",""validFrom"":""2023-09-20""},""performer"":""La Rosa Realty Lake Nona Inc""}","https://www.zillow.com/homedetails/9065-Lake-Avon-Dr-Orlando-FL-32829/82087447_zpid/","9065 Lake Avon Dr, Orlando, FL 32829","LA ROSA REALTY LAKE NONA INC","$525,000","- House for sale","4","bds","2","ba","2,413","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/7a920f2c30d43d87c8f551f6b243745e-p_e.jpg","https://photos.zillowstatic.com/fp/c875add84d8a0df790d0219a39ba31c0-p_e.jpg","https://photos.zillowstatic.com/fp/e2928a512aa783f0f7f59312a25f4166-p_e.jpg","Use arrow keys to navigate","Image 1 of 46","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14909 SW 24th Cir, Ocala, FL 34473"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,580""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14909 SW 24th Cir"",""addressLocality"":""Ocala"",""addressRegion"":""FL"",""postalCode"":""34473""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":29.002914,""longitude"":-82.1654},""url"":""https://www.zillow.com/homedetails/14909-SW-24th-Cir-Ocala-FL-34473/2055530117_zpid/""}","","https://www.zillow.com/homedetails/14909-SW-24th-Cir-Ocala-FL-34473/2055530117_zpid/","14909 SW 24th Cir, Ocala, FL 34473","Arielle Development Corp, JOHN SILVA REALTY & ASSOCIATES","$274,899","- New construction","4","bds","2","ba","1,580","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/c7fb50e79461860fe4cd7afea2fecbb7-p_e.jpg","https://photos.zillowstatic.com/fp/1f763284b36288f7c6f2c7010ee1a196-p_e.jpg","https://photos.zillowstatic.com/fp/b591a46db64d5fb7e795d49922b95705-p_e.jpg","Use arrow keys to navigate","Image 1 of 48","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5121 Brookside Dr, Pace, FL 32571"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,562""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5121 Brookside Dr"",""addressLocality"":""Pace"",""addressRegion"":""FL"",""postalCode"":""32571""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.61803,""longitude"":-87.11789},""url"":""https://www.zillow.com/homedetails/5121-Brookside-Dr-Pace-FL-32571/52930242_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 5121 Brookside Dr"",""url"":""https://www.zillow.com/homedetails/5121-Brookside-Dr-Pace-FL-32571/52930242_zpid/"",""image"":""https://photos.zillowstatic.com/fp/3bcba4a175e0cea8191025c338f1c483-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/5121-Brookside-Dr-Pace-FL-32571/52930242_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""5121 Brookside Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5121 Brookside Dr"",""postalCode"":""32571"",""addressLocality"":""Pace"",""addressRegion"":""FL""}}],""offers"":{""price"":425000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/5121-Brookside-Dr-Pace-FL-32571/52930242_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Robin Sherman Real Estate""}","https://www.zillow.com/homedetails/5121-Brookside-Dr-Pace-FL-32571/52930242_zpid/","5121 Brookside Dr, Pace, FL 32571","ROBIN SHERMAN REAL ESTATE","$425,000","- House for sale","5","bds","3","ba","2,562","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/3bcba4a175e0cea8191025c338f1c483-p_e.jpg","https://photos.zillowstatic.com/fp/5256cdd9f189502ba41a13bdc1b3ed3f-p_e.jpg","https://photos.zillowstatic.com/fp/04f3071994919e63ef7712bb9f627228-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
