"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Anchor-c11n-8-84-3__sc-hn4bge-0 href 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3604 E Fernan Terrace Dr, Coeur D Alene, ID 83814"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,564""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3604 E Fernan Terrace Dr"",""addressLocality"":""Coeur D Alene"",""addressRegion"":""ID"",""postalCode"":""83814""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.67702,""longitude"":-116.7358},""url"":""https://www.zillow.com/homedetails/3604-E-Fernan-Terrace-Dr-Coeur-D-Alene-ID-83814/113119803_zpid/""}","","https://www.zillow.com/homedetails/3604-E-Fernan-Terrace-Dr-Coeur-D-Alene-ID-83814/113119803_zpid/","3604 E Fernan Terrace Dr, Coeur D Alene, ID 83814","KELLER WILLIAMS REALTY COEUR D'ALENE","$450,000","- House for sale","3","bds","3","ba","3,564","sqft","36 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/0e91a4e80e4890fd27a90267b94e8dc9-p_e.jpg","https://www.zillow.com/homedetails/3604-E-Fernan-Terrace-Dr-Coeur-D-Alene-ID-83814/113119803_zpid/","https://photos.zillowstatic.com/fp/f2af49deeeb028dacfe8d62e52f29ff4-p_e.jpg","https://www.zillow.com/homedetails/3604-E-Fernan-Terrace-Dr-Coeur-D-Alene-ID-83814/113119803_zpid/","https://photos.zillowstatic.com/fp/38bee827d654fc88776bbd33f92ec9d6-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11031 W Oliana Dr, Boise, ID 83709"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,801""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11031 W Oliana Dr"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83709""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.540462,""longitude"":-116.31969},""url"":""https://www.zillow.com/homedetails/11031-W-Oliana-Dr-Boise-ID-83709/121076013_zpid/""}","","https://www.zillow.com/homedetails/11031-W-Oliana-Dr-Boise-ID-83709/121076013_zpid/","11031 W Oliana Dr, Boise, ID 83709","SILVERCREEK REALTY GROUP","$659,900","- New","4","bds","4","ba","2,801","sqft","9 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/7e8c632d07e1ed7344952417a09dd077-p_e.jpg","https://www.zillow.com/homedetails/11031-W-Oliana-Dr-Boise-ID-83709/121076013_zpid/","https://photos.zillowstatic.com/fp/e76718a9bf44572dd7eb17098f8d595d-p_e.jpg","https://www.zillow.com/homedetails/11031-W-Oliana-Dr-Boise-ID-83709/121076013_zpid/","https://photos.zillowstatic.com/fp/0fcb037e6f33a4648b5ba640d031dac0-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3537 District Two Rd, Bonners Ferry, ID 83805"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3537 District Two Rd"",""addressLocality"":""Bonners Ferry"",""addressRegion"":""ID"",""postalCode"":""83805""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.710552,""longitude"":-116.24146},""url"":""https://www.zillow.com/homedetails/3537-District-Two-Rd-Bonners-Ferry-ID-83805/2055312679_zpid/""}","","https://www.zillow.com/homedetails/3537-District-Two-Rd-Bonners-Ferry-ID-83805/2055312679_zpid/","3537 District Two Rd, Bonners Ferry, ID 83805","RE/MAX IN ACTION BONNERS FERRY","$349,900","- House for sale","Studio","ba","1","sqft","2,500","","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/ecae2c8bef40023c4fcf0728d553656c-zillow_web_48_23.jpg","https://www.zillow.com/homedetails/3537-District-Two-Rd-Bonners-Ferry-ID-83805/2055312679_zpid/","https://photos.zillowstatic.com/fp/16cccd6694feb83ca1bf4ab0ed2c3cfd-p_e.jpg","https://www.zillow.com/homedetails/3537-District-Two-Rd-Bonners-Ferry-ID-83805/2055312679_zpid/","https://photos.zillowstatic.com/fp/98272f3ef2f4b252a4362508037b3ddc-p_e.jpg","Use arrow keys to navigate","Image 1 of 17","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""915 E Harcourt Rd, Boise, ID 83702"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,524""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""915 E Harcourt Rd"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83702""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.653435,""longitude"":-116.17818},""url"":""https://www.zillow.com/homedetails/915-E-Harcourt-Rd-Boise-ID-83702/79699719_zpid/""}","","https://www.zillow.com/homedetails/915-E-Harcourt-Rd-Boise-ID-83702/79699719_zpid/","915 E Harcourt Rd, Boise, ID 83702","KELLER WILLIAMS REALTY BOISE","$899,000","- Active","3","bds","3","ba","2,524","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/a48187cce7b73a14507c726b6765770d-p_e.jpg","https://www.zillow.com/homedetails/915-E-Harcourt-Rd-Boise-ID-83702/79699719_zpid/","https://photos.zillowstatic.com/fp/fa979fb47fedb02265030cc07eee0641-p_e.jpg","https://www.zillow.com/homedetails/915-E-Harcourt-Rd-Boise-ID-83702/79699719_zpid/","https://photos.zillowstatic.com/fp/05ecbbe2dd9416ac9d4699c30fb117e8-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1102 Sherwood Beach Rd, Coolin, ID 83821"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,790""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1102 Sherwood Beach Rd"",""addressLocality"":""Coolin"",""addressRegion"":""ID"",""postalCode"":""83821""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.497856,""longitude"":-116.83925},""url"":""https://www.zillow.com/homedetails/1102-Sherwood-Beach-Rd-Coolin-ID-83821/103895920_zpid/""}","","https://www.zillow.com/homedetails/1102-Sherwood-Beach-Rd-Coolin-ID-83821/103895920_zpid/","1102 Sherwood Beach Rd, Coolin, ID 83821","PRIEST LAKE REALTY","$1,580,000","- House for sale","3","bds","2","ba","1,790","sqft","14 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/09c789f72b24599c2c014d227d5b5329-p_e.jpg","https://www.zillow.com/homedetails/1102-Sherwood-Beach-Rd-Coolin-ID-83821/103895920_zpid/","https://photos.zillowstatic.com/fp/13131c6b23568f26c275bebb269b14e5-p_e.jpg","https://www.zillow.com/homedetails/1102-Sherwood-Beach-Rd-Coolin-ID-83821/103895920_zpid/","https://photos.zillowstatic.com/fp/ac3eefa670563e12094498c7901d4ae5-p_e.jpg","Use arrow keys to navigate","Image 1 of 41","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""20 River Meadow Dr, Garden Valley, ID 83622"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,441""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""20 River Meadow Dr"",""addressLocality"":""Garden Valley"",""addressRegion"":""ID"",""postalCode"":""83622""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.158604,""longitude"":-115.962906},""url"":""https://www.zillow.com/homedetails/20-River-Meadow-Dr-Garden-Valley-ID-83622/89895252_zpid/""}","","https://www.zillow.com/homedetails/20-River-Meadow-Dr-Garden-Valley-ID-83622/89895252_zpid/","20 River Meadow Dr, Garden Valley, ID 83622","DOWNS REALTY LLC","$1","- Active","2","bds","2","ba","1,441","sqft","21 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/ea6e40e307074cd4564069d146f41c21-p_e.jpg","https://www.zillow.com/homedetails/20-River-Meadow-Dr-Garden-Valley-ID-83622/89895252_zpid/","https://photos.zillowstatic.com/fp/63a833b91d5a14f57e8b42daab5d5581-p_e.jpg","https://www.zillow.com/homedetails/20-River-Meadow-Dr-Garden-Valley-ID-83622/89895252_zpid/","https://photos.zillowstatic.com/fp/302b8cab61aed9218376f499f424ecba-p_e.jpg","Use arrow keys to navigate","Image 1 of 5","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8221 E Scout Trail Rd, Athol, ID 83801"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,046""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8221 E Scout Trail Rd"",""addressLocality"":""Athol"",""addressRegion"":""ID"",""postalCode"":""83801""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.954304,""longitude"":-116.67539},""url"":""https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 8221 E Scout Trail Rd"",""url"":""https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/"",""image"":""https://photos.zillowstatic.com/fp/dbe0ffc48bef03c986819c0c413af0f3-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""8221 E Scout Trail Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8221 E Scout Trail Rd"",""postalCode"":""83801"",""addressLocality"":""Athol"",""addressRegion"":""ID""}}],""offers"":{""price"":2200000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/"",""validFrom"":""2023-09-28""},""performer"":""CENTURY 21 Beutler & Associates""}","https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/","8221 E Scout Trail Rd, Athol, ID 83801","CENTURY 21 BEUTLER & ASSOCIATES","$2,200,000","- House for sale","4","bds","3","ba","3,046","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/dbe0ffc48bef03c986819c0c413af0f3-p_e.jpg","https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/","https://photos.zillowstatic.com/fp/6470f51ac56da7dfc3789158730d7003-p_e.jpg","https://www.zillow.com/homedetails/8221-E-Scout-Trail-Rd-Athol-ID-83801/335668751_zpid/","https://photos.zillowstatic.com/fp/c7a522a329e0ee86d783228a727cb026-p_e.jpg","Use arrow keys to navigate","Image 1 of 44","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""34 N Middleton Rd, Nampa, ID 83651"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""34 N Middleton Rd"",""addressLocality"":""Nampa"",""addressRegion"":""ID"",""postalCode"":""83651""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.57813,""longitude"":-116.61228},""url"":""https://www.zillow.com/homedetails/34-N-Middleton-Rd-Nampa-ID-83651/72333389_zpid/""}","","https://www.zillow.com/homedetails/34-N-Middleton-Rd-Nampa-ID-83651/72333389_zpid/","34 N Middleton Rd, Nampa, ID 83651","SILVERCREEK REALTY GROUP","$545,000","- Active","4","bds","3","ba","2,080","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/5ee41728cfdc48ed58414ca8413bc96f-p_e.jpg","https://www.zillow.com/homedetails/34-N-Middleton-Rd-Nampa-ID-83651/72333389_zpid/","https://photos.zillowstatic.com/fp/a898b8088f85d963385abe722f14e05e-p_e.jpg","https://www.zillow.com/homedetails/34-N-Middleton-Rd-Nampa-ID-83651/72333389_zpid/","https://photos.zillowstatic.com/fp/0be9816be0c64e756fe3bba47d02069f-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""42 Skyview Ln, Boise, ID 83716"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,590""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""42 Skyview Ln"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83716""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.674202,""longitude"":-115.99455},""url"":""https://www.zillow.com/homedetails/42-Skyview-Ln-Boise-ID-83716/89906836_zpid/""}","","https://www.zillow.com/homedetails/42-Skyview-Ln-Boise-ID-83716/89906836_zpid/","42 Skyview Ln, Boise, ID 83716","STACK ROCK REALTY LLC","$540,000","- Active","3","bds","2","ba","2,590","sqft","Price cut: $10,000 (Sep 8)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/54a2717999bcca97f6b26c4051433424-p_e.jpg","https://www.zillow.com/homedetails/42-Skyview-Ln-Boise-ID-83716/89906836_zpid/","https://photos.zillowstatic.com/fp/05757a261569e7fda7d6a88a4bef8d5d-p_e.jpg","https://www.zillow.com/homedetails/42-Skyview-Ln-Boise-ID-83716/89906836_zpid/","https://photos.zillowstatic.com/fp/aa06090b40800fe65c1fe5b4028eadb7-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1984 Summitt Est, Cambridge, ID 83610"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""364""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1984 Summitt Est"",""addressLocality"":""Cambridge"",""addressRegion"":""ID"",""postalCode"":""83610""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.71896,""longitude"":-116.841576},""url"":""https://www.zillow.com/homedetails/1984-Summitt-Est-Cambridge-ID-83610/2055871997_zpid/""}","","https://www.zillow.com/homedetails/1984-Summitt-Est-Cambridge-ID-83610/2055871997_zpid/","1984 Summitt Est, Cambridge, ID 83610","HUNTER OF HOMES, LLC","$259,000","- Active","1","bd","1","ba","364","sqft","35 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/45e0ecc1df5cd06265ff05d315c6336b-p_e.jpg","https://www.zillow.com/homedetails/1984-Summitt-Est-Cambridge-ID-83610/2055871997_zpid/","https://photos.zillowstatic.com/fp/7628130062aa29119074580a306d85cd-p_e.jpg","https://www.zillow.com/homedetails/1984-Summitt-Est-Cambridge-ID-83610/2055871997_zpid/","https://photos.zillowstatic.com/fp/b3681995b3da2f2657e42564e15e9864-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4805 W Denton St, Boise, ID 83706"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,963""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4805 W Denton St"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83706""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.60959,""longitude"":-116.24145},""url"":""https://www.zillow.com/homedetails/4805-W-Denton-St-Boise-ID-83706/79609022_zpid/""}","","https://www.zillow.com/homedetails/4805-W-Denton-St-Boise-ID-83706/79609022_zpid/","4805 W Denton St, Boise, ID 83706","SILVERCREEK REALTY GROUP","$875,000","- Active","7","bds","4","ba","3,963","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/a47a58964883b88b66b485be1099a211-p_e.jpg","https://www.zillow.com/homedetails/4805-W-Denton-St-Boise-ID-83706/79609022_zpid/","https://photos.zillowstatic.com/fp/dfddc4fee1b5750a5c6f8abf9d3484a3-p_e.jpg","https://www.zillow.com/homedetails/4805-W-Denton-St-Boise-ID-83706/79609022_zpid/","https://photos.zillowstatic.com/fp/2c16281e923e7456a9c89f8a53731458-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4545 S Rock Ranch Ln, Meridian, ID 83642"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,278""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4545 S Rock Ranch Ln"",""addressLocality"":""Meridian"",""addressRegion"":""ID"",""postalCode"":""83642""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.56273,""longitude"":-116.423225},""url"":""https://www.zillow.com/homedetails/4545-S-Rock-Ranch-Ln-Meridian-ID-83642/2055300249_zpid/""}","","https://www.zillow.com/homedetails/4545-S-Rock-Ranch-Ln-Meridian-ID-83642/2055300249_zpid/","4545 S Rock Ranch Ln, Meridian, ID 83642","ALEI INTERNATIONAL","$3,789,500","- Active","5","bds","5","ba","5,278","sqft","3 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/8d4f7fd818e67d0c84313d73daf02ec1-p_e.jpg","https://www.zillow.com/homedetails/4545-S-Rock-Ranch-Ln-Meridian-ID-83642/2055300249_zpid/","https://photos.zillowstatic.com/fp/27839643697ac78d9a76c0cf5e435ced-p_e.jpg","https://www.zillow.com/homedetails/4545-S-Rock-Ranch-Ln-Meridian-ID-83642/2055300249_zpid/","https://photos.zillowstatic.com/fp/a1104c81556b8a73336098e70034d383-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""251 Brent Way, Shelley, ID 83274"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,040""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""251 Brent Way"",""addressLocality"":""Shelley"",""addressRegion"":""ID"",""postalCode"":""83274""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.378773,""longitude"":-112.13242},""url"":""https://www.zillow.com/homedetails/251-Brent-Way-Shelley-ID-83274/119385890_zpid/""}","","https://www.zillow.com/homedetails/251-Brent-Way-Shelley-ID-83274/119385890_zpid/","251 Brent Way, Shelley, ID 83274","SILVERCREEK REALTY GROUP","$260,000","- House for sale","3","bds","1","ba","1,040","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/da6d35a27243e4cffaaa172e49e46eac-p_e.jpg","https://www.zillow.com/homedetails/251-Brent-Way-Shelley-ID-83274/119385890_zpid/","https://photos.zillowstatic.com/fp/a4f94a5311ebec39f697205de96f9484-p_e.jpg","https://www.zillow.com/homedetails/251-Brent-Way-Shelley-ID-83274/119385890_zpid/","https://photos.zillowstatic.com/fp/1144075c32af26379d972bc13f4b7879-p_e.jpg","Use arrow keys to navigate","Image 1 of 14","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""201 Eagle Creek Loop, Ketchum, ID 83340"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,176""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""201 Eagle Creek Loop"",""addressLocality"":""Ketchum"",""addressRegion"":""ID"",""postalCode"":""83340""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.764877,""longitude"":-114.40488},""url"":""https://www.zillow.com/homedetails/201-Eagle-Creek-Loop-Ketchum-ID-83340/244086550_zpid/""}","","https://www.zillow.com/homedetails/201-Eagle-Creek-Loop-Ketchum-ID-83340/244086550_zpid/","201 Eagle Creek Loop, Ketchum, ID 83340","","$1,875,000","- House for sale","3","bds","3","ba","2,176","sqft","3 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/180f47b97765f1d79a67a0642212da8d-p_e.jpg","https://www.zillow.com/homedetails/201-Eagle-Creek-Loop-Ketchum-ID-83340/244086550_zpid/","https://photos.zillowstatic.com/fp/2b57f71b8154d01f5617f5b921272f36-p_e.jpg","https://www.zillow.com/homedetails/201-Eagle-Creek-Loop-Ketchum-ID-83340/244086550_zpid/","https://photos.zillowstatic.com/fp/72fdd9a800977ab49371abd1922dab9d-p_e.jpg","Use arrow keys to navigate","Image 1 of 22","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""954 Presto St, Idaho Falls, ID 83402"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,237""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""954 Presto St"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83402""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.513264,""longitude"":-112.0442},""url"":""https://www.zillow.com/homedetails/954-Presto-St-Idaho-Falls-ID-83402/76905602_zpid/""}","","https://www.zillow.com/homedetails/954-Presto-St-Idaho-Falls-ID-83402/76905602_zpid/","954 Presto St, Idaho Falls, ID 83402","KELLER WILLIAMS REALTY EAST IDAHO","$350,000","- House for sale","3","bds","1","ba","1,237","sqft","7 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/57869080e4def51ed9b07118c3469fd8-p_e.jpg","https://www.zillow.com/homedetails/954-Presto-St-Idaho-Falls-ID-83402/76905602_zpid/","https://photos.zillowstatic.com/fp/147aa94027a9a098b809c928b392f62e-p_e.jpg","https://www.zillow.com/homedetails/954-Presto-St-Idaho-Falls-ID-83402/76905602_zpid/","https://photos.zillowstatic.com/fp/b6173b4a924b2a465ede71c07ad79d47-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1695 N Davis Ave, Mccall, ID 83638"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,372""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1695 N Davis Ave"",""addressLocality"":""McCall"",""addressRegion"":""ID"",""postalCode"":""83638""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.917435,""longitude"":-116.08916},""url"":""https://www.zillow.com/homedetails/1695-N-Davis-Ave-McCall-ID-83638/115546391_zpid/""}","","https://www.zillow.com/homedetails/1695-N-Davis-Ave-McCall-ID-83638/115546391_zpid/","1695 N Davis Ave, McCall, ID 83638","","$729,900","- Townhouse for sale","2","bds","2","ba","1,372","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/52fa2796395a288a13504ddb3afc8ed1-p_e.jpg","https://www.zillow.com/homedetails/1695-N-Davis-Ave-McCall-ID-83638/115546391_zpid/","https://photos.zillowstatic.com/fp/b1adb69cc2c1d228ad8b673e6ce8c765-p_e.jpg","https://www.zillow.com/homedetails/1695-N-Davis-Ave-McCall-ID-83638/115546391_zpid/","https://photos.zillowstatic.com/fp/ca918a2d1aceaa673aff2406968b350a-p_e.jpg","Use arrow keys to navigate","Image 1 of 43","Save this home"
