"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""301 N Fir Pl, Broken Arrow, OK 74012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,103""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""301 N Fir Pl"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.05478,""longitude"":-95.8224},""url"":""https://www.zillow.com/homedetails/301-N-Fir-Pl-Broken-Arrow-OK-74012/22261036_zpid/""}","https://www.zillow.com/homedetails/301-N-Fir-Pl-Broken-Arrow-OK-74012/22261036_zpid/","301 N Fir Pl, Broken Arrow, OK 74012","PEAK 46 PROPERTIES LLC, Brianna Ray","$274,777","- House for sale","4","bds","2","ba","2,103","sqft","60 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/301-N-Fir-Pl-Broken-Arrow-OK-74012/22261036_zpid/","https://photos.zillowstatic.com/fp/175f3293ce1d3a12fcd85d52b8659bd1-p_e.jpg","https://photos.zillowstatic.com/fp/eb745981a9fc74618e8d642145f65c78-p_e.jpg","https://photos.zillowstatic.com/fp/28862761a0f99a4b7888b167a4eaf2cc-p_e.jpg","Use arrow keys to navigate","Image 1 of 48","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1000 S Poplar Ave, Broken Arrow, OK 74012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,196""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1000 S Poplar Ave"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.04429,""longitude"":-95.80986},""url"":""https://www.zillow.com/homedetails/1000-S-Poplar-Ave-Broken-Arrow-OK-74012/22257514_zpid/""}","https://www.zillow.com/homedetails/1000-S-Poplar-Ave-Broken-Arrow-OK-74012/22257514_zpid/","1000 S Poplar Ave, Broken Arrow, OK 74012","TRINITY PROPERTIES, Carri Ray","$249,000","- House for sale","5","bds","2","ba","2,196","sqft","Price cut: $40,000 (Aug 29)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1000-S-Poplar-Ave-Broken-Arrow-OK-74012/22257514_zpid/","https://photos.zillowstatic.com/fp/4f6556e8120b401d00bf43c354350dbc-p_e.jpg","https://photos.zillowstatic.com/fp/7ca7cae633ff60e8f18e2c694e12beae-p_e.jpg","https://photos.zillowstatic.com/fp/34979a18a8d60d8a70a9c50f81400686-p_e.jpg","Use arrow keys to navigate","Image 1 of 22","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4000 Grace Cir, Yukon, OK 73099"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4000 Grace Cir"",""addressLocality"":""Yukon"",""addressRegion"":""OK"",""postalCode"":""73099""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.509853,""longitude"":-97.73329},""url"":""https://www.zillow.com/homedetails/4000-Grace-Cir-Yukon-OK-73099/71241570_zpid/""}","https://www.zillow.com/homedetails/4000-Grace-Cir-Yukon-OK-73099/71241570_zpid/","4000 Grace Cir, Yukon, OK 73099","CB/MIKE JONES COMPANY, Shari Bouziden","$272,000","- House for sale","3","bds","2","ba","1,660","sqft","Open: Sun. 2-4pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4000-Grace-Cir-Yukon-OK-73099/71241570_zpid/","https://photos.zillowstatic.com/fp/013f5eb415ef1836b971957028e84bc3-p_e.jpg","https://photos.zillowstatic.com/fp/1f3c3774382c6f39f8df24d2f7dde1a7-p_e.jpg","https://photos.zillowstatic.com/fp/e02d4d75b4a1e2f5bd9f3455af7826fa-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""610 S 5th Pl E, Broken Arrow, OK 74012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,066""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""610 S 5th Pl E"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.04667,""longitude"":-95.78384},""url"":""https://www.zillow.com/homedetails/610-S-5th-Pl-E-Broken-Arrow-OK-74012/22245225_zpid/""}","https://www.zillow.com/homedetails/610-S-5th-Pl-E-Broken-Arrow-OK-74012/22245225_zpid/","610 S 5th Pl E, Broken Arrow, OK 74012","RE/MAX RESULTS, Angela Fritz","$180,000","- House for sale","3","bds","2","ba","1,066","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/610-S-5th-Pl-E-Broken-Arrow-OK-74012/22245225_zpid/","https://photos.zillowstatic.com/fp/7b7e61a2f176a3f41aefdcc6b63b7135-p_e.jpg","https://photos.zillowstatic.com/fp/13cb0f48c50684f4b894107abd97a58d-p_e.jpg","https://photos.zillowstatic.com/fp/98e14defe34175b2240ce0978db9f81c-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2106 Denver St, Muskogee, OK 74401"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,572""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2106 Denver St"",""addressLocality"":""Muskogee"",""addressRegion"":""OK"",""postalCode"":""74401""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.751293,""longitude"":-95.3913},""url"":""https://www.zillow.com/homedetails/2106-Denver-St-Muskogee-OK-74401/21817591_zpid/""}","https://www.zillow.com/homedetails/2106-Denver-St-Muskogee-OK-74401/21817591_zpid/","2106 Denver St, Muskogee, OK 74401","C21/FIRST CHOICE REALTY, Andrea Dickerson","$49,000","- Foreclosure","3","bds","2","ba","1,572","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2106-Denver-St-Muskogee-OK-74401/21817591_zpid/","https://photos.zillowstatic.com/fp/abffabad377363082a7d6ea6bbe1c499-p_e.jpg","https://photos.zillowstatic.com/fp/6e46aa11d1df810f570f352756c28a72-p_e.jpg","https://photos.zillowstatic.com/fp/e97fd4b0939e126114883c875b8ddb3a-p_e.jpg","Use arrow keys to navigate","Image 1 of 12","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4817 E Willow Rd, Enid, OK 73701"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4817 E Willow Rd"",""addressLocality"":""Enid"",""addressRegion"":""OK"",""postalCode"":""73701""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.418953,""longitude"":-97.80898},""url"":""https://www.zillow.com/homedetails/4817-E-Willow-Rd-Enid-OK-73701/84269931_zpid/""}","https://www.zillow.com/homedetails/4817-E-Willow-Rd-Enid-OK-73701/84269931_zpid/","4817 E Willow Rd, Enid, OK 73701","","$150,000","- House for sale","4","bds","2","ba","1,500","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4817-E-Willow-Rd-Enid-OK-73701/84269931_zpid/","https://photos.zillowstatic.com/fp/5801d463547389ccb270e4a8efaf8db0-p_e.jpg","https://photos.zillowstatic.com/fp/b5c7ca7041f026b9480e2b4f16e59761-p_e.jpg","https://photos.zillowstatic.com/fp/894caa35f55b99bdfce3ceea489f1664-p_e.jpg","Use arrow keys to navigate","Image 1 of 12","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2015 W Ute St, Tulsa, OK 74127"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,530""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2015 W Ute St"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74127""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.183426,""longitude"":-96.01625},""url"":""https://www.zillow.com/homedetails/2015-W-Ute-St-Tulsa-OK-74127/78480259_zpid/""}","https://www.zillow.com/homedetails/2015-W-Ute-St-Tulsa-OK-74127/78480259_zpid/","2015 W Ute St, Tulsa, OK 74127","MCGRAW, REALTORS, Kenia Ortiz","$280,000","- House for sale","4","bds","2","ba","2,530","sqft","25 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2015-W-Ute-St-Tulsa-OK-74127/78480259_zpid/","https://photos.zillowstatic.com/fp/9bec7e0620a7e49d0e997ed1ace6c8dd-p_e.jpg","https://photos.zillowstatic.com/fp/bfd924ff6359e1fdb8006004d82525b9-p_e.jpg","https://photos.zillowstatic.com/fp/b07bb40201b5569d8182793cb6d29205-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""39220 Westech Rd, Shawnee, OK 74804"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,170""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""39220 Westech Rd"",""addressLocality"":""Shawnee"",""addressRegion"":""OK"",""postalCode"":""74804""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.391056,""longitude"":-96.9613},""url"":""https://www.zillow.com/homedetails/39220-Westech-Rd-Shawnee-OK-74804/2055554888_zpid/""}","https://www.zillow.com/homedetails/39220-Westech-Rd-Shawnee-OK-74804/2055554888_zpid/","39220 Westech Rd, Shawnee, OK 74804","LEGACY REALTY TEAM, LLC, Shayla Graham","$395,000","- House for sale","3","bds","3","ba","2,170","sqft","7 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/39220-Westech-Rd-Shawnee-OK-74804/2055554888_zpid/","https://photos.zillowstatic.com/fp/30b8fc18a6f2fb44617cee59741d1a10-p_e.jpg","https://photos.zillowstatic.com/fp/093b362d6e8118aee351e99c1d2fb9d6-p_e.jpg","https://photos.zillowstatic.com/fp/60eb5670cb3b3b94f8f3718f168bdea2-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1415 E Concord Pl, Broken Arrow, OK 74012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,782""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1415 E Concord Pl"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.078342,""longitude"":-95.77282},""url"":""https://www.zillow.com/homedetails/1415-E-Concord-Pl-Broken-Arrow-OK-74012/22246230_zpid/""}","https://www.zillow.com/homedetails/1415-E-Concord-Pl-Broken-Arrow-OK-74012/22246230_zpid/","1415 E Concord Pl, Broken Arrow, OK 74012","COLDWELL BANKER SELECT, Paul T Mattke","$355,000","- House for sale","4","bds","4","ba","2,782","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1415-E-Concord-Pl-Broken-Arrow-OK-74012/22246230_zpid/","https://photos.zillowstatic.com/fp/61ad845e1b7b224a3bc747e4908873cd-p_e.jpg","https://photos.zillowstatic.com/fp/024beae3ff55dc88253444ec9c561305-p_e.jpg","https://photos.zillowstatic.com/fp/c7da021d2c2bca01a574e35864efbdfa-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2801 E Galveston Pl, Broken Arrow, OK 74014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,930""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2801 E Galveston Pl"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.046772,""longitude"":-95.75707},""url"":""https://www.zillow.com/homedetails/2801-E-Galveston-Pl-Broken-Arrow-OK-74014/22281613_zpid/""}","https://www.zillow.com/homedetails/2801-E-Galveston-Pl-Broken-Arrow-OK-74014/22281613_zpid/","2801 E Galveston Pl, Broken Arrow, OK 74014","COLDWELL BANKER SELECT, Chris Martin","$230,000","- House for sale","3","bds","3","ba","1,930","sqft","7 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2801-E-Galveston-Pl-Broken-Arrow-OK-74014/22281613_zpid/","https://photos.zillowstatic.com/fp/e03a8830ce09054b8988b38e723d501c-p_e.jpg","https://photos.zillowstatic.com/fp/c150bfba24d1752dfce3cc7634cd41bf-p_e.jpg","https://photos.zillowstatic.com/fp/86d953ffbea48209fd450cda42581f5c-p_e.jpg","Use arrow keys to navigate","Image 1 of 15","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10713 Two Lakes Dr, Yukon, OK 73099"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,241""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10713 Two Lakes Dr"",""addressLocality"":""Yukon"",""addressRegion"":""OK"",""postalCode"":""73099""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.575512,""longitude"":-97.73644},""url"":""https://www.zillow.com/homedetails/10713-Two-Lakes-Dr-Yukon-OK-73099/2055513286_zpid/""}","https://www.zillow.com/homedetails/10713-Two-Lakes-Dr-Yukon-OK-73099/2055513286_zpid/","10713 Two Lakes Dr, Yukon, OK 73099","PORCH & GABLE REAL ESTATE, Sherri Combs","$429,900","- House for sale","3","bds","3","ba","2,241","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/10713-Two-Lakes-Dr-Yukon-OK-73099/2055513286_zpid/","https://photos.zillowstatic.com/fp/274ebba9a55ecfb64c163f6fd109d4f2-p_e.jpg","https://photos.zillowstatic.com/fp/496dcdb9e35e7e7161f5965501349051-p_e.jpg","https://photos.zillowstatic.com/fp/86930616051b58d0a82d29d9e1ac9549-p_e.jpg","Use arrow keys to navigate","Image 1 of 23","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4220 N Frankford Ave, Oklahoma City, OK 73112"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,296""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4220 N Frankford Ave"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73112""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.51438,""longitude"":-97.563225},""url"":""https://www.zillow.com/homedetails/4220-N-Frankford-Ave-Oklahoma-City-OK-73112/21857045_zpid/""}","https://www.zillow.com/homedetails/4220-N-Frankford-Ave-Oklahoma-City-OK-73112/21857045_zpid/","4220 N Frankford Ave, Oklahoma City, OK 73112","THE BROKERAGE, Brooklyn Frazier","$140,000","- House for sale","3","bds","2","ba","2,296","sqft","4 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4220-N-Frankford-Ave-Oklahoma-City-OK-73112/21857045_zpid/","https://photos.zillowstatic.com/fp/07fd05e7c22e7bb4f220965884e5abb8-p_e.jpg","https://photos.zillowstatic.com/fp/8349dc253cb7930dd01d6586c13e68d1-p_e.jpg","https://photos.zillowstatic.com/fp/971510da7d157afb6b967c41cd386884-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13621 SW 59th St, Mustang, OK 73064"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,162""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13621 SW 59th St"",""addressLocality"":""Mustang"",""addressRegion"":""OK"",""postalCode"":""73064""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.40695,""longitude"":-97.77413},""url"":""https://www.zillow.com/homedetails/13621-SW-59th-St-Mustang-OK-73064/122178613_zpid/""}","https://www.zillow.com/homedetails/13621-SW-59th-St-Mustang-OK-73064/122178613_zpid/","13621 SW 59th St, Mustang, OK 73064","WHITTINGTON REALTY, LaDonna Horton","$449,900","- House for sale","3","bds","2","ba","2,162","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/13621-SW-59th-St-Mustang-OK-73064/122178613_zpid/","https://photos.zillowstatic.com/fp/95a5a0ead48c5c5ea06c710c615ea07d-p_e.jpg","https://photos.zillowstatic.com/fp/7dfe9c0cdc68424c81aae135ab5b06d4-p_e.jpg","https://photos.zillowstatic.com/fp/8851681d8856ce6ee2123a4c91885bbb-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1521 N Drexel Blvd, Oklahoma City, OK 73107"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,632""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1521 N Drexel Blvd"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73107""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.48484,""longitude"":-97.57045},""url"":""https://www.zillow.com/homedetails/1521-N-Drexel-Blvd-Oklahoma-City-OK-73107/21861772_zpid/""}","https://www.zillow.com/homedetails/1521-N-Drexel-Blvd-Oklahoma-City-OK-73107/21861772_zpid/","1521 N Drexel Blvd, Oklahoma City, OK 73107","EXP REALTY, Paula McCarther","$256,000","- House for sale","4","bds","3","ba","1,632","sqft","15 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1521-N-Drexel-Blvd-Oklahoma-City-OK-73107/21861772_zpid/","https://photos.zillowstatic.com/fp/d6e0d2b0928f90a7e5f36b9788280edf-p_e.jpg","https://photos.zillowstatic.com/fp/17495b62ba2073a2ba1db378eb12c470-p_e.jpg","https://photos.zillowstatic.com/fp/3ebbdef697ddf62cd0ff5106486d0039-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""333 S Washington St, Ponca City, OK 74601"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""333 S Washington St"",""addressLocality"":""Ponca City"",""addressRegion"":""OK"",""postalCode"":""74601""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.700283,""longitude"":-97.10175},""url"":""https://www.zillow.com/homedetails/333-S-Washington-St-Ponca-City-OK-74601/2055503055_zpid/""}","https://www.zillow.com/homedetails/333-S-Washington-St-Ponca-City-OK-74601/2055503055_zpid/","333 S Washington St, Ponca City, OK 74601","","$75,000","- House for sale","3","bds","2","ba","5,000","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/333-S-Washington-St-Ponca-City-OK-74601/2055503055_zpid/","https://photos.zillowstatic.com/fp/4d250d64113a82452e093f170de55aa5-p_e.jpg","https://photos.zillowstatic.com/fp/26d08a8b51ec3f9f909fe5ea578c8f4c-p_e.jpg","https://photos.zillowstatic.com/fp/d5c45e128ccbaaec55618bcb71951aeb-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2221 W 45th St, Tulsa, OK 74107"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,888""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2221 W 45th St"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74107""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.099087,""longitude"":-96.01758},""url"":""https://www.zillow.com/homedetails/2221-W-45th-St-Tulsa-OK-74107/22166830_zpid/""}","https://www.zillow.com/homedetails/2221-W-45th-St-Tulsa-OK-74107/22166830_zpid/","2221 W 45th St, Tulsa, OK 74107","DENNIS HALL, Ben Hall","$249,900","- House for sale","4","bds","3","ba","1,888","sqft","10 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2221-W-45th-St-Tulsa-OK-74107/22166830_zpid/","https://photos.zillowstatic.com/fp/993dcfff18cbaa62a8e09895b2f1b6d1-p_e.jpg","https://photos.zillowstatic.com/fp/89dc0bcbf6bab3c58aacb3e74506a179-p_e.jpg","https://photos.zillowstatic.com/fp/508f5d55b1fa409c78ec6f8a1e2c2468-p_e.jpg","Use arrow keys to navigate","Image 1 of 29","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1336 NW 101st St, Oklahoma City, OK 73114"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,448""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1336 NW 101st St"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73114""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.57303,""longitude"":-97.5378},""url"":""https://www.zillow.com/homedetails/1336-NW-101st-St-Oklahoma-City-OK-73114/21947923_zpid/""}","https://www.zillow.com/homedetails/1336-NW-101st-St-Oklahoma-City-OK-73114/21947923_zpid/","1336 NW 101st St, Oklahoma City, OK 73114","DC KELLEY REALTY, Reyna Elizalde","$180,000","- House for sale","3","bds","6","ba","1,448","sqft","Price cut: $9,000 (Aug 8)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1336-NW-101st-St-Oklahoma-City-OK-73114/21947923_zpid/","https://photos.zillowstatic.com/fp/c4fb067575e36391f9ab9daf3e6d857c-p_e.jpg","https://photos.zillowstatic.com/fp/78de68c20102419d71f3d39b4ca13c6e-p_e.jpg","https://photos.zillowstatic.com/fp/4242d102af057d7805dfc7f9a82ed6e7-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2505 Portofino Pl, Edmond, OK 73034"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,240""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2505 Portofino Pl"",""addressLocality"":""Edmond"",""addressRegion"":""OK"",""postalCode"":""73034""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.646194,""longitude"":-97.4465},""url"":""https://www.zillow.com/homedetails/2505-Portofino-Pl-Edmond-OK-73034/54581872_zpid/""}","https://www.zillow.com/homedetails/2505-Portofino-Pl-Edmond-OK-73034/54581872_zpid/","2505 Portofino Pl, Edmond, OK 73034","THE BROKERAGE, Brett Boone","$700,000","- House for sale","5","bds","7","ba","5,240","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2505-Portofino-Pl-Edmond-OK-73034/54581872_zpid/","https://photos.zillowstatic.com/fp/b29874fd9a81e07c8ead0419a9136615-p_e.jpg","https://photos.zillowstatic.com/fp/3c4a3f2594c1fefa25ecdabfc1e698aa-p_e.jpg","https://photos.zillowstatic.com/fp/ada72cbdbd2fd565628229fe03ce5cd2-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
