"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""229 S 500 W, Tremonton, UT 84337"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,402""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""229 S 500 W"",""addressLocality"":""Tremonton"",""addressRegion"":""UT"",""postalCode"":""84337""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.708527,""longitude"":-112.17282},""url"":""https://www.zillow.com/homedetails/229-S-500-W-Tremonton-UT-84337/92342174_zpid/""}","https://www.zillow.com/homedetails/229-S-500-W-Tremonton-UT-84337/92342174_zpid/","229 S 500 W, Tremonton, UT 84337","MTN BUFF, LLC","$480,000","- House for sale","3","bds","2","ba","2,402","sqft","3D Tour","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/229-S-500-W-Tremonton-UT-84337/92342174_zpid/","https://photos.zillowstatic.com/fp/e031266a55faa7f1c87a6c3a70b9c901-p_e.jpg","https://photos.zillowstatic.com/fp/9c863fbbb4e4048fd4d6a4c8ba476cec-p_e.jpg","https://photos.zillowstatic.com/fp/59ef323838bc5321289a733f4d205bd7-p_e.jpg","Use arrow keys to navigate","Image 1 of 44","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2043 S Pinnacle Dr, Saint George, UT 84790"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,107""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2043 S Pinnacle Dr"",""addressLocality"":""Saint George"",""addressRegion"":""UT"",""postalCode"":""84790""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.07342,""longitude"":-113.543846},""url"":""https://www.zillow.com/homedetails/2043-S-Pinnacle-Dr-Saint-George-UT-84790/2055303813_zpid/""}","https://www.zillow.com/homedetails/2043-S-Pinnacle-Dr-Saint-George-UT-84790/2055303813_zpid/","2043 S Pinnacle Dr, Saint George, UT 84790","RED ROCK REAL ESTATE","$1,541,999","- House for sale","3","bds","4","ba","3,107","sqft","1 day on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2043-S-Pinnacle-Dr-Saint-George-UT-84790/2055303813_zpid/","https://photos.zillowstatic.com/fp/6a51aa4da90d278830b321feb7c44926-p_e.jpg","https://photos.zillowstatic.com/fp/432bde09053028bb4728bd6ed244b40c-p_e.jpg","https://photos.zillowstatic.com/fp/1a7592837b1dffc1a1be91d7f86089e7-p_e.jpg","Use arrow keys to navigate","Image 1 of 59","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""93 W Chesterfield Dr, Washington, UT 84780"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,627""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""93 W Chesterfield Dr"",""addressLocality"":""Washington"",""addressRegion"":""UT"",""postalCode"":""84780""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.08803,""longitude"":-113.51076},""url"":""https://www.zillow.com/homedetails/93-W-Chesterfield-Dr-Washington-UT-84780/248669519_zpid/""}","https://www.zillow.com/homedetails/93-W-Chesterfield-Dr-Washington-UT-84780/248669519_zpid/","93 W Chesterfield Dr, Washington, UT 84780","ERA BROKERS CONSOLIDATED SG","$699,000","- House for sale","4","bds","3","ba","2,627","sqft","3D Tour","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/93-W-Chesterfield-Dr-Washington-UT-84780/248669519_zpid/","https://photos.zillowstatic.com/fp/566940dcf4019e0602f26add2a20aa68-p_e.jpg","https://photos.zillowstatic.com/fp/2bc1e1b87549b4dc7bab93a12000d993-p_e.jpg","https://photos.zillowstatic.com/fp/475e4356abfb3d1b52b8b4bea78465c7-p_e.jpg","Use arrow keys to navigate","Image 1 of 37","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2007 Arcadia Ln, Salt Lake City, UT 84124"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,186""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2007 Arcadia Ln"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84124""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.675938,""longitude"":-111.83379},""url"":""https://www.zillow.com/homedetails/2007-Arcadia-Ln-Salt-Lake-City-UT-84124/2055280702_zpid/""}","https://www.zillow.com/homedetails/2007-Arcadia-Ln-Salt-Lake-City-UT-84124/2055280702_zpid/","2007 Arcadia Ln, Salt Lake City, UT 84124","SMITH REAL ESTATE GROUP","$850,000","- House for sale","5","bds","3","ba","3,186","sqft","12 minutes ago","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2007-Arcadia-Ln-Salt-Lake-City-UT-84124/2055280702_zpid/","https://photos.zillowstatic.com/fp/61f5f51515d0f095e03e591fddcad955-p_e.jpg","https://photos.zillowstatic.com/fp/ada6791506fd77db247c3cc6a92afdbc-p_e.jpg","https://photos.zillowstatic.com/fp/64d1d6718e5ef7b704c24dd0c63f5b5a-p_e.jpg","Use arrow keys to navigate","Image 1 of 45","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2249 W Sonoma Ln, Saint George, UT 84770"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,479""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2249 W Sonoma Ln"",""addressLocality"":""Saint George"",""addressRegion"":""UT"",""postalCode"":""84770""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.110912,""longitude"":-113.63129},""url"":""https://www.zillow.com/homedetails/2249-W-Sonoma-Ln-Saint-George-UT-84770/68885508_zpid/""}","https://www.zillow.com/homedetails/2249-W-Sonoma-Ln-Saint-George-UT-84770/68885508_zpid/","2249 W Sonoma Ln, Saint George, UT 84770","THE AGENCY ST GEORGE","$700,000","- House for sale","4","bds","3","ba","2,479","sqft","3D Tour","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2249-W-Sonoma-Ln-Saint-George-UT-84770/68885508_zpid/","https://photos.zillowstatic.com/fp/cfe185779c652d85444b1685994fa1a1-p_e.jpg","https://photos.zillowstatic.com/fp/50f36f65731d14dd95f39e613593bb0a-p_e.jpg","https://photos.zillowstatic.com/fp/750457e19d2208f73a76c47f92a9c4ee-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7117 E Panorama Rd #350, Salt Lake City, UT 84109"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""160""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7117 E Panorama Rd #350"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84109""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7249,""longitude"":-111.71092},""url"":""https://www.zillow.com/homedetails/7117-E-Panorama-Rd-350-Salt-Lake-City-UT-84109/2055716918_zpid/""}","https://www.zillow.com/homedetails/7117-E-Panorama-Rd-350-Salt-Lake-City-UT-84109/2055716918_zpid/","7117 E Panorama Rd #350, Salt Lake City, UT 84109","CENTURY 21 EVEREST (PARK CITY)","$400,000","- House for sale","--","bds","--","ba","160","sqft","25 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7117-E-Panorama-Rd-350-Salt-Lake-City-UT-84109/2055716918_zpid/","https://photos.zillowstatic.com/fp/3d08e8ba76ba5d419aa346470df49f47-p_e.jpg","https://photos.zillowstatic.com/fp/cd5884d3632340cc3f0ab1f8f5bfcd1d-p_e.jpg","https://photos.zillowstatic.com/fp/398b9e09e18b988b0b68fc475dd94bc3-p_e.jpg","Use arrow keys to navigate","Image 1 of 19","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""264 S 300 W, Hurricane, UT 84737"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,992""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""264 S 300 W"",""addressLocality"":""Hurricane"",""addressRegion"":""UT"",""postalCode"":""84737""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.172573,""longitude"":-113.29415},""url"":""https://www.zillow.com/homedetails/264-S-300-W-Hurricane-UT-84737/2055295685_zpid/""}","https://www.zillow.com/homedetails/264-S-300-W-Hurricane-UT-84737/2055295685_zpid/","264 S 300 W, Hurricane, UT 84737","RED ROCK REAL ESTATE","$499,000","- House for sale","6","bds","3","ba","2,992","sqft","1 day on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/264-S-300-W-Hurricane-UT-84737/2055295685_zpid/","https://photos.zillowstatic.com/fp/9fd8d53885fc3a19c68b3e670a74fcdb-p_e.jpg","https://photos.zillowstatic.com/fp/90d05b0cc8e6873d97e12c7827a690ec-p_e.jpg","https://photos.zillowstatic.com/fp/8874feb44f1be3a2b65d2f4ca74a6426-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""740 W Olympic Ln S, Saint George, UT 84790"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,484""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""740 W Olympic Ln S"",""addressLocality"":""Saint George"",""addressRegion"":""UT"",""postalCode"":""84790""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.014736,""longitude"":-113.59896},""url"":""https://www.zillow.com/homedetails/740-W-Olympic-Ln-S-Saint-George-UT-84790/2055612043_zpid/""}","https://www.zillow.com/homedetails/740-W-Olympic-Ln-S-Saint-George-UT-84790/2055612043_zpid/","740 W Olympic Ln S, Saint George, UT 84790","RED ROCK REAL ESTATE LLC","$224,900","- House for sale","5","bds","5","ba","3,484","sqft","18 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/740-W-Olympic-Ln-S-Saint-George-UT-84790/2055612043_zpid/","https://photos.zillowstatic.com/fp/edbfceed9452c765d005325890290eea-p_e.jpg","https://photos.zillowstatic.com/fp/2b75e86be8d4d5b44d063fda725faa82-p_e.jpg","https://photos.zillowstatic.com/fp/19ba90c46a2d23d5b277d7a56e16177c-p_e.jpg","Use arrow keys to navigate","Image 1 of 46","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2793 E Horseman Park Dr, Saint George, UT 84790"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,861""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2793 E Horseman Park Dr"",""addressLocality"":""Saint George"",""addressRegion"":""UT"",""postalCode"":""84790""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.056274,""longitude"":-113.52721},""url"":""https://www.zillow.com/homedetails/2793-E-Horseman-Park-Dr-Saint-George-UT-84790/335619125_zpid/""}","https://www.zillow.com/homedetails/2793-E-Horseman-Park-Dr-Saint-George-UT-84790/335619125_zpid/","2793 E Horseman Park Dr, Saint George, UT 84790","HOMIE","$915,000","- House for sale","5","bds","3","ba","2,861","sqft","1 day on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2793-E-Horseman-Park-Dr-Saint-George-UT-84790/335619125_zpid/","https://photos.zillowstatic.com/fp/19c12024b9d8dedc5b582798939affe2-p_e.jpg","https://photos.zillowstatic.com/fp/0a7979a74dcf304aeff7a7a666b57a02-p_e.jpg","https://photos.zillowstatic.com/fp/d9c71f8ac0de1ac98cf0b4433ca3b178-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2793 E Horseman Dr, Saint George, UT 84790"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,861""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2793 E Horseman Dr"",""addressLocality"":""Saint George"",""addressRegion"":""UT"",""postalCode"":""84790""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2793-E-Horseman-Dr-Saint-George-UT-84790/2055296489_zpid/""}","https://www.zillow.com/homedetails/2793-E-Horseman-Dr-Saint-George-UT-84790/2055296489_zpid/","2793 E Horseman Dr, Saint George, UT 84790","HOMIE","$915,000","- House for sale","5","bds","3","ba","2,861","sqft","1 day on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2793-E-Horseman-Dr-Saint-George-UT-84790/2055296489_zpid/","https://photos.zillowstatic.com/fp/511ef71b8ae2a268082e3fdf7e853cd1-p_e.jpg","https://photos.zillowstatic.com/fp/de114fcadca005299d0280f7db96881b-p_e.jpg","https://photos.zillowstatic.com/fp/e719c38ab1c8caa08914e52dd6e583b8-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1567 S 210 W #27, Salem, UT 84653"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,658""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1567 S 210 W #27"",""addressLocality"":""Salem"",""addressRegion"":""UT"",""postalCode"":""84653""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.030525,""longitude"":-111.67761},""url"":""https://www.zillow.com/homedetails/1567-S-210-W-27-Salem-UT-84653/2055283314_zpid/""}","https://www.zillow.com/homedetails/1567-S-210-W-27-Salem-UT-84653/2055283314_zpid/","1567 S 210 W #27, Salem, UT 84653","VISIONARY REAL ESTATE","$689,990","- House for sale","3","bds","3","ba","3,658","sqft","3 hours ago","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1567-S-210-W-27-Salem-UT-84653/2055283314_zpid/","https://photos.zillowstatic.com/fp/9618d81c6707978db859d1bddf5d21dd-p_e.jpg","https://photos.zillowstatic.com/fp/02db018921049b73c07871e922ef019a-p_e.jpg","https://photos.zillowstatic.com/fp/8fd5adac5261ea26cd6aa98009b706ee-p_e.jpg","Use arrow keys to navigate","Image 1 of 12","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2187 S 1000 E, Salt Lake City, UT 84106"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,230""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2187 S 1000 E"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84106""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723396,""longitude"":-111.86229},""url"":""https://www.zillow.com/homedetails/2187-S-1000-E-Salt-Lake-City-UT-84106/12775444_zpid/""}","https://www.zillow.com/homedetails/2187-S-1000-E-Salt-Lake-City-UT-84106/12775444_zpid/","2187 S 1000 E, Salt Lake City, UT 84106","WINDERMERE REAL ESTATE (9TH & 9TH)","$1,300,000","- House for sale","5","bds","4","ba","3,230","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2187-S-1000-E-Salt-Lake-City-UT-84106/12775444_zpid/","https://photos.zillowstatic.com/fp/1009ff2dc00df14d317008f29db6ae00-p_e.jpg","https://photos.zillowstatic.com/fp/76f4e3134583ac2a08eeff42911cf109-p_e.jpg","https://photos.zillowstatic.com/fp/049452e189fbbbdab205f478d214aa25-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2320 W 600 N, Vernal, UT 84078"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2320 W 600 N"",""addressLocality"":""Vernal"",""addressRegion"":""UT"",""postalCode"":""84078""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.464542,""longitude"":-109.57236},""url"":""https://www.zillow.com/homedetails/2320-W-600-N-Vernal-UT-84078/80629893_zpid/""}","https://www.zillow.com/homedetails/2320-W-600-N-Vernal-UT-84078/80629893_zpid/","2320 W 600 N, Vernal, UT 84078","NEW STAR REAL ESTATE LLC","$515,000","- House for sale","6","bds","3","ba","3,200","sqft","1 day on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2320-W-600-N-Vernal-UT-84078/80629893_zpid/","https://photos.zillowstatic.com/fp/444f825cd290dc26812e187525325a66-p_e.jpg","https://photos.zillowstatic.com/fp/7727ed67111bad0b34db8496a7224f24-p_e.jpg","https://photos.zillowstatic.com/fp/0236159a2d63493201877641ea7a90c7-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""461 W 1500 N, Cedar City, UT 84720"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,418""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""461 W 1500 N"",""addressLocality"":""Cedar City"",""addressRegion"":""UT"",""postalCode"":""84720""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.704323,""longitude"":-113.06968},""url"":""https://www.zillow.com/homedetails/461-W-1500-N-Cedar-City-UT-84720/229649590_zpid/""}","https://www.zillow.com/homedetails/461-W-1500-N-Cedar-City-UT-84720/229649590_zpid/","461 W 1500 N, Cedar City, UT 84720","RE/MAX PROPERTIES","$300,000","- House for sale","3","bds","2","ba","1,418","sqft","Price cut: $20,000 (Aug 25)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/461-W-1500-N-Cedar-City-UT-84720/229649590_zpid/","https://photos.zillowstatic.com/fp/fbafa6e87fa75081ed8bb55419871c22-p_e.jpg","https://photos.zillowstatic.com/fp/f3badc4238e97d69a89a4ac1ad6d57b4-p_e.jpg","https://photos.zillowstatic.com/fp/5af9079ccb6bd7d1e775c43ce653686c-p_e.jpg","Use arrow keys to navigate","Image 1 of 27","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1871 E 3780 S, Salt Lake City, UT 84106"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,583""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1871 E 3780 S"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84106""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.68926,""longitude"":-111.8381},""url"":""https://www.zillow.com/homedetails/1871-E-3780-S-Salt-Lake-City-UT-84106/12793009_zpid/""}","https://www.zillow.com/homedetails/1871-E-3780-S-Salt-Lake-City-UT-84106/12793009_zpid/","1871 E 3780 S, Salt Lake City, UT 84106","BERKSHIRE HATHAWAY HOMESERVICES UTAH PROPERTIES (NORTH SALT LAKE)","$769,900","- House for sale","4","bds","2","ba","2,583","sqft","Open: Thu. 9:30am-12pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1871-E-3780-S-Salt-Lake-City-UT-84106/12793009_zpid/","https://photos.zillowstatic.com/fp/84988aa8a351a92383cd866bab6356f5-p_e.jpg","https://photos.zillowstatic.com/fp/e525280b389e433c16782c547259e844-p_e.jpg","https://photos.zillowstatic.com/fp/ab4be5ce4f0e395dc6539aee543f6b3e-p_e.jpg","Use arrow keys to navigate","Image 1 of 46","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""465 N Swains Creek Rd, Alton, UT 84710"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,344""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""465 N Swains Creek Rd"",""addressLocality"":""Alton"",""addressRegion"":""UT"",""postalCode"":""84710""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.46542,""longitude"":-112.62916},""url"":""https://www.zillow.com/homedetails/465-N-Swains-Creek-Rd-Alton-UT-84710/2062623881_zpid/""}","https://www.zillow.com/homedetails/465-N-Swains-Creek-Rd-Alton-UT-84710/2062623881_zpid/","465 N Swains Creek Rd, Alton, UT 84710","","$315,000","- House for sale","3","bds","2","ba","1,344","sqft","Price cut: $10,000 (Aug 24)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/465-N-Swains-Creek-Rd-Alton-UT-84710/2062623881_zpid/","https://photos.zillowstatic.com/fp/3235f6dfbc1c1ae8cbf0071ff604f44e-p_e.jpg","https://photos.zillowstatic.com/fp/2a6156144ee4858e227491be30ddf41a-p_e.jpg","https://photos.zillowstatic.com/fp/8dbc2aeb279e47b0343b88f11ac889cc-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""106 E 950 S, Kaysville, UT 84037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,365""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""106 E 950 S"",""addressLocality"":""Kaysville"",""addressRegion"":""UT"",""postalCode"":""84037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.018936,""longitude"":-111.93623},""url"":""https://www.zillow.com/homedetails/106-E-950-S-Kaysville-UT-84037/68431716_zpid/""}","https://www.zillow.com/homedetails/106-E-950-S-Kaysville-UT-84037/68431716_zpid/","106 E 950 S, Kaysville, UT 84037","CW GROUP REAL ESTATE","$695,000","- House for sale","4","bds","3","ba","3,365","sqft","1 day on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/106-E-950-S-Kaysville-UT-84037/68431716_zpid/","https://photos.zillowstatic.com/fp/61d66d7e6d8a95c61c14bc9d2562d3ba-p_e.jpg","https://photos.zillowstatic.com/fp/811fa478a75cd744e8f6d656631580bb-p_e.jpg","https://photos.zillowstatic.com/fp/515e2cfd75e5dd25d88cf44f04b29144-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1607 S Fowler Ave E, Ogden, UT 84404"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""862""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1607 S Fowler Ave E"",""addressLocality"":""Ogden"",""addressRegion"":""UT"",""postalCode"":""84404""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.23806,""longitude"":-111.9552},""url"":""https://www.zillow.com/homedetails/1607-S-Fowler-Ave-E-Ogden-UT-84404/2076596437_zpid/""}","https://www.zillow.com/homedetails/1607-S-Fowler-Ave-E-Ogden-UT-84404/2076596437_zpid/","1607 S Fowler Ave E, Ogden, UT 84404","CENTURY 21 EVEREST","$260,000","- House for sale","2","bds","1","ba","862","sqft","1 day on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1607-S-Fowler-Ave-E-Ogden-UT-84404/2076596437_zpid/","https://photos.zillowstatic.com/fp/c71fef047cc7911bca412591fcad650b-p_e.jpg","https://photos.zillowstatic.com/fp/7c1c914eae0a30bb6b9d023ebb49f6b5-p_e.jpg","https://photos.zillowstatic.com/fp/3f34f079312faf04a0ba5e310c75fbd9-p_e.jpg","Use arrow keys to navigate","Image 1 of 11","Save this home"
